[fixture] [Mon Aug 31 15:35:39 2026] PHP 8.5.4 Development Server (http://127.0.0.1:8091) started
chromium 151.0.7922.34 (fixture spawned)
tier low-android (low Android (Pixel 4a-class), CPU x6)
  low-android/sha16/inline/cold rep 1/50: solve 90 ms (p2v 151 ms, tx 250773 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/cold rep 50/50: solve 504 ms (p2v 585 ms, tx 250771 B, cachehits 0, js 59 ms, wasmC - ms, longtasks 1(63 ms), heap 9.5 MB)
  low-android/sha18/inline/warm pre-warmed the context (rep 0 discarded)

  low-android/sha18/inline/warm rep 1/50: solve 2766 ms (p2v 2925 ms, tx 250776 B, cachehits 0, js 33 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 2/50: solve 1806 ms (p2v 1888 ms, tx 250771 B, cachehits 0, js 58 ms, wasmC - ms, longtasks 1(71 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 3/50: solve 224 ms (p2v 302 ms, tx 250771 B, cachehits 0, js 52 ms, wasmC - ms, longtasks 1(57 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 4/50: solve 1013 ms (p2v 1089 ms, tx 250772 B, cachehits 0, js 53 ms, wasmC - ms, longtasks 1(58 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 5/50: solve 286 ms (p2v 350 ms, tx 250773 B, cachehits 0, js 82 ms, wasmC - ms, longtasks 1(73 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 6/50: solve 1462 ms (p2v 1606 ms, tx 250771 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 7/50: solve 1605 ms (p2v 1735 ms, tx 250773 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 8/50: solve 264 ms (p2v 328 ms, tx 250771 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 9/50: solve 184 ms (p2v 266 ms, tx 250772 B, cachehits 0, js 60 ms, wasmC - ms, longtasks 1(63 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 10/50: solve 1095 ms (p2v 1236 ms, tx 250772 B, cachehits 0, js 20 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 11/50: solve 509 ms (p2v 659 ms, tx 250774 B, cachehits 0, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 12/50: solve 3122 ms (p2v 3254 ms, tx 250771 B, cachehits 0, js 21 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 13/50: solve 1925 ms (p2v 2079 ms, tx 250771 B, cachehits 0, js 22 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 14/50: solve 228 ms (p2v 304 ms, tx 250771 B, cachehits 0, js 54 ms, wasmC - ms, longtasks 1(59 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 15/50: solve 1080 ms (p2v 1163 ms, tx 250772 B, cachehits 0, js 55 ms, wasmC - ms, longtasks 1(58 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 16/50: solve 813 ms (p2v 981 ms, tx 250772 B, cachehits 0, js 26 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 17/50: solve 1322 ms (p2v 1397 ms, tx 250775 B, cachehits 0, js 49 ms, wasmC - ms, longtasks 1(56 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 18/50: solve 1217 ms (p2v 1287 ms, tx 250772 B, cachehits 0, js 47 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 19/50: solve 299 ms (p2v 366 ms, tx 250771 B, cachehits 0, js 45 ms, wasmC - ms, longtasks 1(54 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 20/50: solve 1309 ms (p2v 1377 ms, tx 250775 B, cachehits 0, js 45 ms, wasmC - ms, longtasks 1(51 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 21/50: solve 163 ms (p2v 224 ms, tx 250772 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 22/50: solve 122 ms (p2v 185 ms, tx 250774 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 23/50: solve 309 ms (p2v 372 ms, tx 250774 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 24/50: solve 440 ms (p2v 498 ms, tx 250772 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 25/50: solve 768 ms (p2v 827 ms, tx 250775 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 26/50: solve 368 ms (p2v 425 ms, tx 250774 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 27/50: solve 407 ms (p2v 467 ms, tx 250774 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 28/50: solve 86 ms (p2v 147 ms, tx 250777 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 29/50: solve 483 ms (p2v 548 ms, tx 250772 B, cachehits 0, js 48 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 30/50: solve 534 ms (p2v 593 ms, tx 250773 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 31/50: solve 2109 ms (p2v 2172 ms, tx 250771 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 32/50: solve 389 ms (p2v 449 ms, tx 250774 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 33/50: solve 361 ms (p2v 421 ms, tx 250776 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 34/50: solve 656 ms (p2v 718 ms, tx 250773 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 35/50: solve 77 ms (p2v 137 ms, tx 250771 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 36/50: solve 870 ms (p2v 931 ms, tx 250773 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 37/50: solve 290 ms (p2v 352 ms, tx 250772 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 38/50: solve 674 ms (p2v 736 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 39/50: solve 223 ms (p2v 288 ms, tx 250772 B, cachehits 0, js 47 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 40/50: solve 287 ms (p2v 349 ms, tx 250772 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 41/50: solve 569 ms (p2v 632 ms, tx 250771 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 42/50: solve 1668 ms (p2v 1734 ms, tx 250773 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 1(51 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 43/50: solve 274 ms (p2v 333 ms, tx 250773 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 44/50: solve 704 ms (p2v 766 ms, tx 250774 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 45/50: solve 828 ms (p2v 886 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 46/50: solve 620 ms (p2v 676 ms, tx 250776 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 47/50: solve 156 ms (p2v 214 ms, tx 250773 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 48/50: solve 643 ms (p2v 703 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 49/50: solve 108 ms (p2v 167 ms, tx 250773 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha18/inline/warm rep 50/50: solve 196 ms (p2v 255 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  repeat navigation low-android/sha18/inline/warm: p2v 1055 ms, tx 250774 B, cachehits 0, load 64 ms
  low-android/sha20/inline/cold rep 1/50: solve 2053 ms (p2v 2107 ms, tx 250772 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 2/50: solve 2298 ms (p2v 2373 ms, tx 250771 B, cachehits 0, js 50 ms, wasmC - ms, longtasks 1(57 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 3/50: solve 167 ms (p2v 238 ms, tx 250773 B, cachehits 0, js 50 ms, wasmC - ms, longtasks 1(54 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 4/50: solve 517 ms (p2v 588 ms, tx 250771 B, cachehits 0, js 53 ms, wasmC - ms, longtasks 1(55 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 5/50: solve 1188 ms (p2v 1265 ms, tx 250771 B, cachehits 0, js 53 ms, wasmC - ms, longtasks 1(58 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 6/50: solve 561 ms (p2v 630 ms, tx 250772 B, cachehits 0, js 50 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 7/50: solve 1021 ms (p2v 1096 ms, tx 250773 B, cachehits 0, js 54 ms, wasmC - ms, longtasks 1(55 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 8/50: solve 2269 ms (p2v 2341 ms, tx 250773 B, cachehits 0, js 56 ms, wasmC - ms, longtasks 1(57 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 9/50: solve 640 ms (p2v 703 ms, tx 250771 B, cachehits 0, js 43 ms, wasmC - ms, longtasks 1(51 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 10/50: solve 273 ms (p2v 336 ms, tx 250771 B, cachehits 0, js 43 ms, wasmC - ms, longtasks 1(50 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 11/50: solve 6510 ms (p2v 6579 ms, tx 250772 B, cachehits 0, js 50 ms, wasmC - ms, longtasks 1(53 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 12/50: solve 5547 ms (p2v 5612 ms, tx 250772 B, cachehits 0, js 46 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 13/50: solve 704 ms (p2v 762 ms, tx 250774 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 14/50: solve 541 ms (p2v 596 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 15/50: solve 649 ms (p2v 705 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 16/50: solve 7210 ms (p2v 7265 ms, tx 250771 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 17/50: solve 172 ms (p2v 227 ms, tx 250771 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 18/50: solve 1063 ms (p2v 1117 ms, tx 250771 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 19/50: solve 2174 ms (p2v 2230 ms, tx 250773 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 20/50: solve 827 ms (p2v 888 ms, tx 250774 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 21/50: solve 1167 ms (p2v 1223 ms, tx 250774 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 22/50: solve 1985 ms (p2v 2043 ms, tx 250771 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 23/50: solve 2011 ms (p2v 2066 ms, tx 250773 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 24/50: solve 1223 ms (p2v 1279 ms, tx 250773 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 25/50: solve 497 ms (p2v 553 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 26/50: solve 6884 ms (p2v 6939 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 27/50: solve 2530 ms (p2v 2584 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 28/50: solve 122 ms (p2v 178 ms, tx 250773 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 29/50: solve 350 ms (p2v 411 ms, tx 250772 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 30/50: solve 1165 ms (p2v 1219 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 31/50: solve 1168 ms (p2v 1226 ms, tx 250771 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 32/50: solve 576 ms (p2v 631 ms, tx 250773 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 33/50: solve 1468 ms (p2v 1523 ms, tx 250776 B, cachehits 0, js 34 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 34/50: solve 112 ms (p2v 168 ms, tx 250771 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 35/50: solve 267 ms (p2v 324 ms, tx 250771 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 36/50: solve 598 ms (p2v 653 ms, tx 250776 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 37/50: solve 846 ms (p2v 904 ms, tx 250773 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 38/50: solve 382 ms (p2v 437 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 39/50: solve 312 ms (p2v 376 ms, tx 250774 B, cachehits 0, js 49 ms, wasmC - ms, longtasks 1(52 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 40/50: solve 444 ms (p2v 527 ms, tx 250774 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 41/50: solve 185 ms (p2v 238 ms, tx 250774 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 42/50: solve 2287 ms (p2v 2340 ms, tx 250772 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 43/50: solve 980 ms (p2v 1034 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 44/50: solve 6738 ms (p2v 6791 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 45/50: solve 934 ms (p2v 993 ms, tx 250776 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 46/50: solve 3697 ms (p2v 3758 ms, tx 250771 B, cachehits 0, js 43 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 47/50: solve 298 ms (p2v 354 ms, tx 250773 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 48/50: solve 446 ms (p2v 503 ms, tx 250771 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 49/50: solve 1920 ms (p2v 1975 ms, tx 250773 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/cold rep 50/50: solve 1747 ms (p2v 1802 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm pre-warmed the context (rep 0 discarded)

  low-android/sha20/inline/warm rep 1/50: solve 1673 ms (p2v 1741 ms, tx 250775 B, cachehits 0, js 48 ms, wasmC - ms, longtasks 1(53 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 2/50: solve 3379 ms (p2v 3435 ms, tx 250771 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 3/50: solve 919 ms (p2v 978 ms, tx 250772 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 4/50: solve 977 ms (p2v 1038 ms, tx 250774 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 5/50: solve 2969 ms (p2v 3025 ms, tx 250774 B, cachehits 0, js 35 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 6/50: solve 7781 ms (p2v 7925 ms, tx 250771 B, cachehits 0, js 23 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 7/50: solve 811 ms (p2v 874 ms, tx 250771 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 8/50: solve 2059 ms (p2v 2119 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 9/50: solve 5620 ms (p2v 5681 ms, tx 250771 B, cachehits 0, js 44 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 10/50: solve 1086 ms (p2v 1147 ms, tx 250773 B, cachehits 0, js 42 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 11/50: solve 731 ms (p2v 791 ms, tx 250771 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 12/50: solve 2091 ms (p2v 2148 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 13/50: solve 1808 ms (p2v 1865 ms, tx 250772 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 14/50: solve 139 ms (p2v 197 ms, tx 250774 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 15/50: solve 1844 ms (p2v 1902 ms, tx 250771 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 16/50: solve 220 ms (p2v 276 ms, tx 250771 B, cachehits 0, js 24 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 17/50: solve 543 ms (p2v 596 ms, tx 250773 B, cachehits 0, js 33 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 18/50: solve 4644 ms (p2v 4704 ms, tx 250773 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 19/50: solve 2977 ms (p2v 3035 ms, tx 250777 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 20/50: solve 591 ms (p2v 650 ms, tx 250775 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 21/50: solve 552 ms (p2v 612 ms, tx 250771 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 22/50: solve 1392 ms (p2v 1456 ms, tx 250771 B, cachehits 0, js 43 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 23/50: solve 2937 ms (p2v 2996 ms, tx 250772 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 24/50: solve 1746 ms (p2v 1812 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 1(54 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 25/50: solve 3524 ms (p2v 3610 ms, tx 250772 B, cachehits 0, js 60 ms, wasmC - ms, longtasks 1(74 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 26/50: solve 1656 ms (p2v 1741 ms, tx 250772 B, cachehits 0, js 57 ms, wasmC - ms, longtasks 1(76 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 27/50: solve 1098 ms (p2v 1158 ms, tx 250773 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 28/50: solve 6053 ms (p2v 6113 ms, tx 250774 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 29/50: solve 2033 ms (p2v 2092 ms, tx 250771 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 30/50: solve 2083 ms (p2v 2143 ms, tx 250774 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 31/50: solve 886 ms (p2v 941 ms, tx 250773 B, cachehits 0, js 36 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 32/50: solve 153 ms (p2v 212 ms, tx 250772 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 33/50: solve 1634 ms (p2v 1693 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 34/50: solve 77 ms (p2v 135 ms, tx 250773 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 35/50: solve 2501 ms (p2v 2559 ms, tx 250774 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 36/50: solve 182 ms (p2v 242 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 37/50: solve 528 ms (p2v 588 ms, tx 250773 B, cachehits 0, js 39 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 38/50: solve - ms (p2v - ms, tx 251080 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB TIMED OUT ERRORS=1)
  low-android/sha20/inline/warm rep 39/50: solve 1975 ms (p2v 2034 ms, tx 250773 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 40/50: solve 1182 ms (p2v 1243 ms, tx 250771 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 41/50: solve 249 ms (p2v 308 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 42/50: solve 202 ms (p2v 258 ms, tx 250772 B, cachehits 0, js 34 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 43/50: solve 1185 ms (p2v 1244 ms, tx 250772 B, cachehits 0, js 37 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 44/50: solve 433 ms (p2v 494 ms, tx 250779 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 45/50: solve 1810 ms (p2v 1867 ms, tx 250771 B, cachehits 0, js 38 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 46/50: solve 1699 ms (p2v 1757 ms, tx 250771 B, cachehits 0, js 41 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
  low-android/sha20/inline/warm rep 47/50: solve 5252 ms (p2v 5310 ms, tx 250772 B, cachehits 0, js 40 ms, wasmC - ms, longtasks 0(0 ms), heap 9.5 MB)
